UserID,ItemID,Rating
10,173,2.5
10,181,2.5
10,182,4.5
10,187,2.5
10,189,4.5
10,190,4.5
10,192,2.5
10,193,0.5
10,196,4.5
10,197,4.5
10,198,0.5
10,201,2.5
10,202,3.5
10,204,3.5
10,206,2.5
10,207,4.5
10,211,1.5
10,214,3.5
10,217,2.5
10,219,1.5
10,221,4.5
10,226,2.5
10,229,4.5
10,230,2.5
10,232,2.5
10,237,3.5
10,241,2.5
10,243,4.5
10,244,4.5
10,256,2.5
10,257,3.5
10,260,4.5
10,267,2.5
10,268,3.5
10,273,4.5
10,277,4.5
10,279,4.5
10,284,4.5
10,286,3.5
10,289,1.5
10,290,4.5
10,295,4.5
10,296,0.5
10,297,2.5
10,300,3.5
10,303,3.5
10,305,4.5
10,306,3.5
10,309,2.5
10,313,3.5
10,314,1.5
10,320,3.5
10,333,3.5
10,334,3.5
10,336,2.5
10,341,2.5
10,347,2.5
10,351,3.5
10,358,3.5
10,362,2.5
10,364,1.5
10,366,4.5
10,376,3.5
10,383,2.5
10,387,3.5
10,389,3.5
10,396,2.5
10,398,1.5
10,399,2.5
10,401,3.5
10,406,3.5
10,408,3.5
10,414,2.5
10,416,2.5
10,419,1.5
10,433,4.5
10,437,2.5
10,441,1.5
10,442,3.5
10,452,3.5
10,453,4.5
10,481,4.5
10,568,2.5
10,572,4.5
10,580,2.5
11,4,3.5
11,9,2.5
11,11,3.5
11,15,1.5
11,20,1.5
11,22,4.5
11,23,3.5
11,31,3.5
11,32,3.5
11,34,4.5
11,37,3.5
11,38,3.5
11,45,3.5
11,52,4.5
11,53,3.5
11,60,3.5
11,61,4.5
11,66,3.5
11,67,3.5
11,68,2.5
11,70,3.5
11,74,4.5
11,75,2.5
11,79,1.5
11,83,2.5
11,86,4.5
11,93,3.5
11,95,2.5
11,103,2.5
11,104,2.5
11,105,2.5
11,111,3.5
11,113,3.5
11,120,4.5
11,121,3.5
11,126,3.5
11,129,1.5
11,134,4.5
11,137,4.5
11,142,4.5
11,148,0.5
11,153,1.5
11,154,3.5
11,156,3.5
11,158,1.5
11,160,4.5
11,167,4.5
11,173,1.5
11,176,3.5
11,181,3.5
11,186,3.5
11,187,2.5
11,192,3.5
11,197,2.5
11,198,1.5
11,203,4.5
11,206,4.5
11,213,4.5
11,217,1.5
11,230,0.5
11,231,2.5
11,238,4.5
11,246,3.5
11,261,4.5
11,267,3.5
11,272,4.5
11,279,3.5
11,298,3.5
11,302,3.5
11,304,4.5
11,306,2.5
11,307,3.5
11,312,0.5
11,316,4.5
11,317,1.5
11,319,4.5
11,321,3.5
11,347,3.5
11,353,0.5
11,365,2.5
11,369,0.5
11,375,2.5
11,378,3.5
11,386,3.5
11,396,2.5
11,410,4.5
11,415,0.5
11,416,1.5
11,425,2.5
11,433,2.5
11,453,3.5
11,501,4.5
11,518,3.5
11,551,2.5
11,573,2.5
12,4,3.5
12,7,4.5
12,11,4.5
12,12,2.5
12,19,0.5
12,23,4.5
12,25,2.5
12,32,1.5
12,34,4.5
12,37,4.5
12,38,2.5
12,42,2.5
12,44,4.5
12,45,3.5
12,47,2.5
12,48,2.5
12,49,4.5
12,52,4.5
12,53,4.5
12,55,1.5
12,61,4.5
12,65,4.5
12,70,4.5
12,73,4.5
12,77,3.5
12,79,4.5
12,80,3.5
12,81,2.5
12,83,4.5
12,95,3.5
12,96,4.5
12,97,3.5
12,104,4.5
12,105,3.5
12,108,4.5
12,111,4.5
12,112,3.5
12,113,4.5
12,117,1.5
12,129,4.5
12,138,4.5
12,139,4.5
12,140,1.5
12,152,3.5
12,157,4.5
12,159,4.5
12,161,4.5
12,165,0.5
12,169,1.5
12,172,2.5
12,189,3.5
12,190,4.5
12,191,4.5
12,192,4.5
12,196,3.5
12,202,3.5
12,204,4.5
12,206,4.5
12,214,2.5
12,219,3.5
12,221,3.5
12,228,4.5
12,229,3.5
12,230,2.5
12,231,4.5
12,241,1.5
12,252,3.5
12,255,4.5
12,271,3.5
12,272,3.5
12,277,4.5
12,279,3.5
12,286,1.5
12,289,3.5
12,290,4.5
12,295,4.5
12,302,4.5
12,306,4.5
12,307,4.5
12,314,4.5
12,329,3.5
12,331,4.5
12,334,4.5
12,351,3.5
12,362,0.5
12,389,4.5
12,401,1.5
12,402,2.5
12,408,4.5
12,413,3.5
12,419,2.5
12,430,3.5
12,433,4.5
12,441,2.5
12,442,4.5
12,499,2.5
12,565,3.5
12,568,1.5
12,569,4.5
13,1,1.5
13,3,2.5
13,4,4.5
13,9,3.5
13,10,3.5
13,15,1.5
13,19,1.5
13,20,3.5
13,23,3.5
13,31,3.5
13,32,3.5
13,34,4.5
13,36,1.5
13,38,4.5
13,42,1.5
13,43,4.5
13,44,4.5
13,45,3.5
13,47,4.5
13,48,2.5
13,52,4.5
13,53,3.5
13,54,1.5
13,55,1.5
13,58,2.5
13,61,4.5
13,70,4.5
13,75,2.5
13,76,2.5
13,79,2.5
13,82,3.5
13,83,4.5
13,87,3.5
13,89,2.5
13,91,4.5
13,93,4.5
13,95,4.5
13,99,3.5
13,101,1.5
13,105,2.5
13,111,4.5
13,117,1.5
13,121,3.5
13,122,4.5
13,129,2.5
13,136,4.5
13,137,4.5
13,138,4.5
13,141,4.5
13,145,4.5
13,147,1.5
13,149,4.5
13,151,3.5
13,153,3.5
13,158,3.5
13,160,4.5
13,162,4.5
13,165,3.5
13,171,2.5
13,173,1.5
13,182,4.5
13,183,2.5
13,189,4.5
13,192,4.5
13,195,0.5
13,196,4.5
13,198,2.5
13,201,0.5
13,202,2.5
13,206,4.5
13,207,3.5
13,211,3.5
13,213,3.5
13,214,2.5
13,217,1.5
13,219,3.5
13,221,3.5
13,230,2.5
13,235,2.5
13,243,4.5
13,249,2.5
13,256,1.5
13,257,3.5
13,259,1.5
13,260,4.5
13,267,3.5
13,273,3.5
13,277,3.5
13,279,3.5
13,284,4.5
13,289,3.5
13,295,3.5
13,296,3.5
13,298,1.5
13,301,3.5
13,307,3.5
13,309,2.5
13,310,0.5
13,312,2.5
13,313,3.5
13,317,4.5
13,321,4.5
13,329,3.5
13,331,2.5
13,333,4.5
13,334,4.5
13,336,1.5
13,348,4.5
13,351,2.5
13,358,3.5
13,362,0.5
13,364,4.5
13,366,3.5
13,369,3.5
13,375,3.5
13,376,3.5
13,383,1.5
13,386,4.5
13,387,3.5
13,391,4.5
13,396,2.5
13,399,2.5
13,400,3.5
13,401,1.5
13,408,2.5
13,413,2.5
13,414,2.5
13,419,0.5
13,425,2.5
13,430,4.5
13,437,3.5
13,441,3.5
13,452,3.5
13,458,1.5
13,482,2.5
13,525,1.5
13,544,4.5
13,568,2.5
13,573,3.5
13,580,3.5
16,2,1.5
16,3,1.5
16,7,3.5
16,10,3.5
16,19,0.5
16,23,3.5
16,24,3.5
16,25,1.5
16,30,2.5
16,31,2.5
16,34,2.5
16,38,4.5
16,43,1.5
16,48,0.5
16,49,3.5
16,52,4.5
16,54,3.5
16,55,3.5
16,58,4.5
16,61,4.5
16,70,4.5
16,72,0.5
16,77,0.5
16,81,2.5
16,89,2.5
16,98,2.5
16,102,0.5
16,104,1.5
16,105,3.5
16,111,2.5
16,117,1.5
16,118,0.5
16,137,3.5
16,138,2.5
16,140,2.5
16,143,1.5
16,147,1.5
16,149,2.5
16,153,3.5
16,154,4.5
16,160,3.5
16,161,2.5
16,165,0.5
16,183,0.5
16,189,3.5
16,190,2.5
16,193,2.5
16,195,0.5
16,201,2.5
16,214,3.5
16,217,4.5
16,219,3.5
16,230,1.5
16,232,1.5
16,235,1.5
16,241,1.5
16,246,1.5
16,249,1.5
16,266,3.5
16,268,1.5
16,272,0.5
16,273,3.5
16,277,0.5
16,279,3.5
16,289,1.5
16,290,2.5
16,310,1.5
16,334,4.5
16,336,1.5
16,340,3.5
16,347,2.5
16,348,3.5
16,362,2.5
16,386,4.5
16,387,2.5
16,389,2.5
16,398,1.5
16,401,3.5
16,406,1.5
16,413,1.5
16,419,2.5
16,421,1.5
16,430,3.5
16,437,2.5
16,441,1.5
16,442,2.5
16,452,0.5
16,463,1.5
16,481,4.5
16,568,2.5
16,569,2.5
17,4,3.5
17,7,3.5
17,8,3.5
17,9,3.5
17,10,1.5
17,11,2.5
17,12,1.5
17,19,1.5
17,21,3.5
17,22,4.5
17,23,1.5
17,31,3.5
17,34,3.5
17,36,2.5
17,37,3.5
17,38,4.5
17,42,1.5
17,44,4.5
17,45,3.5
17,46,3.5
17,47,3.5
17,48,2.5
17,49,4.5
17,53,3.5
17,55,2.5
17,58,3.5
17,60,4.5
17,63,2.5
17,70,3.5
17,74,4.5
17,76,3.5
17,77,1.5
17,79,4.5
17,80,2.5
17,82,3.5
17,84,0.5
17,85,1.5
17,86,3.5
17,87,2.5
17,91,3.5
17,95,3.5
17,96,4.5
17,99,1.5
17,104,3.5
17,105,3.5
17,107,1.5
17,111,2.5
17,113,4.5
17,120,3.5
17,121,1.5
17,125,3.5
17,129,2.5
17,132,4.5
17,136,3.5
17,137,3.5
17,141,3.5
17,147,2.5
17,151,3.5
17,152,3.5
17,153,2.5
17,156,2.5
17,158,3.5
17,161,4.5
17,162,2.5
17,165,3.5
17,169,2.5
17,170,4.5
17,172,3.5
17,173,3.5
17,182,3.5
17,183,1.5
17,186,2.5
17,189,4.5
17,192,3.5
17,196,2.5
17,197,4.5
17,198,4.5
17,201,3.5
17,203,3.5
17,204,3.5
17,206,2.5
17,207,4.5
17,211,2.5
17,213,3.5
17,214,2.5
17,221,3.5
17,223,1.5
17,228,4.5
17,229,3.5
17,230,2.5
17,231,3.5
17,239,4.5
17,243,4.5
17,249,3.5
17,252,2.5
17,253,1.5
17,257,2.5
17,259,0.5
17,260,3.5
17,261,3.5
17,265,4.5
17,267,0.5
17,272,3.5
17,273,2.5
17,275,2.5
17,293,4.5
17,295,3.5
17,297,2.5
17,298,2.5
17,301,2.5
17,304,4.5
17,307,1.5
17,309,3.5
17,312,1.5
17,313,4.5
17,316,3.5
17,317,2.5
17,319,2.5
17,321,4.5
17,323,2.5
17,328,2.5
17,329,2.5
17,333,2.5
17,336,4.5
17,341,3.5
17,348,3.5
17,351,2.5
17,354,3.5
17,358,1.5
17,364,0.5
17,366,3.5
17,371,1.5
17,374,3.5
17,380,2.5
17,383,1.5
17,401,1.5
17,406,1.5
17,414,2.5
17,415,2.5
17,419,2.5
17,424,4.5
17,425,3.5
17,430,3.5
17,434,2.5
17,441,3.5
17,452,2.5
17,465,3.5
17,470,3.5
17,481,3.5
17,499,2.5
17,501,3.5
17,504,2.5
17,518,3.5
17,525,1.5
17,544,4.5
17,551,4.5
17,554,2.5
17,565,2.5
17,568,2.5
17,580,3.5
18,1,3.5
18,3,3.5
18,9,2.5
18,11,3.5
18,12,3.5
18,20,3.5
18,21,2.5
18,23,4.5
18,25,3.5
18,32,3.5
18,34,3.5
18,37,2.5
18,38,3.5
18,40,1.5
18,42,3.5
18,48,2.5
18,49,2.5
18,52,4.5
18,54,2.5
18,55,2.5
18,58,1.5
18,61,4.5
18,65,3.5
18,66,2.5
18,70,3.5
18,76,1.5
18,77,3.5
18,79,2.5
18,82,2.5
18,83,1.5
18,85,0.5
18,89,2.5
18,93,2.5
18,97,3.5
18,99,2.5
18,103,2.5
18,105,3.5
18,109,2.5
18,111,3.5
18,112,1.5
18,117,3.5
18,121,3.5
18,126,2.5
18,129,2.5
18,132,2.5
18,141,1.5
18,147,3.5
18,149,3.5
18,152,1.5
18,158,1.5
18,159,3.5
18,160,3.5
18,161,3.5
18,162,3.5
18,163,3.5
18,164,4.5
18,172,1.5
18,173,0.5
18,181,3.5
18,189,2.5
18,196,2.5
18,198,3.5
18,201,2.5
18,213,2.5
18,214,2.5
18,217,1.5
18,219,3.5
18,223,1.5
18,230,3.5
18,235,2.5
18,237,2.5
18,241,3.5
18,249,4.5
18,257,3.5
18,260,2.5
18,264,1.5
18,267,2.5
18,271,3.5
18,272,1.5
18,277,1.5
18,278,1.5
18,279,2.5
18,284,2.5
18,289,3.5
18,296,2.5
18,307,2.5
18,309,3.5
18,310,1.5
18,312,3.5
18,320,1.5
18,325,4.5
18,334,4.5
18,347,1.5
18,351,3.5
18,358,3.5
18,362,2.5
18,387,2.5
18,388,0.5
18,399,3.5
18,401,3.5
18,402,3.5
18,406,3.5
18,414,2.5
18,415,3.5
18,421,2.5
18,449,2.5
18,453,2.5
18,463,2.5
18,580,1.5
20,4,3.5
20,9,2.5
20,11,2.5
20,15,1.5
20,19,3.5
20,20,2.5
20,22,3.5
20,23,4.5
20,25,2.5
20,30,3.5
20,32,4.5
20,34,0.5
20,38,4.5
20,43,2.5
20,45,3.5
20,48,4.5
20,49,4.5
20,52,4.5
20,61,4.5
20,65,4.5
20,66,3.5
20,67,3.5
20,70,4.5
20,72,1.5
20,77,3.5
20,81,4.5
20,93,3.5
20,97,4.5
20,103,4.5
20,105,3.5
20,111,4.5
20,113,4.5
20,117,2.5
20,118,3.5
20,121,2.5
20,123,2.5
20,129,3.5
20,130,3.5
20,143,3.5
20,149,4.5
20,152,3.5
20,154,2.5
20,158,1.5
20,159,3.5
20,160,4.5
20,171,3.5
20,173,3.5
20,181,3.5
20,195,0.5
20,196,3.5
20,201,1.5
20,217,4.5
20,219,4.5
20,221,4.5
20,231,3.5
20,237,1.5
20,238,0.5
20,241,2.5
20,244,3.5
20,246,2.5
20,254,1.5
20,265,3.5
20,267,2.5
20,277,3.5
20,284,4.5
20,290,3.5
20,295,3.5
20,296,2.5
20,302,4.5
20,304,4.5
20,307,2.5
20,309,3.5
20,336,0.5
20,340,4.5
20,347,2.5
20,351,3.5
20,353,3.5
20,357,1.5
20,369,3.5
20,383,3.5
20,386,4.5
20,388,1.5
20,396,2.5
20,399,3.5
20,401,2.5
20,402,2.5
20,406,1.5
20,416,4.5
20,433,3.5
20,441,2.5
20,449,2.5
20,458,3.5
21,4,4.5
21,9,3.5
21,10,1.5
21,11,3.5
21,21,3.5
21,34,4.5
21,36,3.5
21,37,4.5
21,44,3.5
21,66,4.5
21,67,4.5
21,68,3.5
21,70,4.5
21,75,3.5
21,79,4.5
21,82,3.5
21,84,3.5
21,87,3.5
21,89,4.5
21,95,4.5
21,96,4.5
21,99,2.5
21,103,4.5
21,107,2.5
21,111,3.5
21,113,4.5
21,121,2.5
21,132,3.5
21,136,3.5
21,141,2.5
21,153,3.5
21,156,4.5
21,162,4.5
21,178,4.5
21,186,3.5
21,187,2.5
21,189,4.5
21,192,4.5
21,197,4.5
21,206,3.5
21,243,3.5
21,253,3.5
21,257,4.5
21,260,3.5
21,301,3.5
21,307,4.5
21,317,4.5
21,323,2.5
21,325,3.5
21,358,4.5
21,380,4.5
21,391,4.5
21,410,4.5
21,433,4.5
21,434,2.5
21,516,3.5
21,518,3.5
22,2,4.5
22,3,3.5
22,6,4.5
22,9,2.5
22,12,3.5
22,15,4.5
22,19,4.5
22,20,4.5
22,21,4.5
22,22,4.5
22,23,3.5
22,24,4.5
22,25,3.5
22,30,4.5
22,31,4.5
22,32,4.5
22,34,4.5
22,35,3.5
22,38,4.5
22,40,3.5
22,42,3.5
22,43,4.5
22,47,2.5
22,48,3.5
22,49,4.5
22,52,4.5
22,54,3.5
22,55,2.5
22,56,4.5
22,58,0.5
22,61,3.5
22,62,2.5
22,65,2.5
22,66,3.5
22,70,4.5
22,71,4.5
22,72,3.5
22,73,2.5
22,76,4.5
22,77,4.5
22,79,4.5
22,81,4.5
22,82,3.5
22,83,4.5
22,87,3.5
22,89,3.5
22,93,2.5
22,97,4.5
22,99,4.5
22,101,2.5
22,102,3.5
22,103,4.5
22,104,4.5
22,105,3.5
22,106,3.5
22,111,2.5
22,117,3.5
22,118,2.5
22,121,2.5
22,129,2.5
22,130,4.5
22,132,3.5
22,135,3.5
22,137,4.5
22,140,3.5
22,147,2.5
22,148,4.5
22,149,4.5
22,152,4.5
22,153,4.5
22,157,3.5
22,158,3.5
22,160,4.5
22,161,3.5
22,163,2.5
22,165,4.5
22,168,3.5
22,169,2.5
22,171,4.5
22,173,4.5
22,181,4.5
22,182,4.5
22,183,2.5
22,187,3.5
22,189,4.5
22,192,3.5
22,193,3.5
22,195,3.5
22,196,4.5
22,197,4.5
22,201,3.5
22,202,3.5
22,206,3.5
22,209,3.5
22,213,4.5
22,214,4.5
22,217,4.5
22,219,4.5
22,221,4.5
22,226,3.5
22,229,4.5
22,230,3.5
22,231,2.5
22,232,4.5
22,235,2.5
22,237,3.5
22,249,4.5
22,252,2.5
22,253,3.5
22,254,3.5
22,257,4.5
22,260,4.5
22,266,3.5
22,267,3.5
22,272,4.5
22,277,2.5
22,278,2.5
22,279,4.5
22,284,4.5
22,289,2.5
22,290,4.5
22,295,4.5
22,296,4.5
22,300,3.5
22,306,2.5
22,307,3.5
22,310,3.5
22,311,3.5
22,312,2.5
22,317,2.5
22,323,3.5
22,331,4.5
22,334,3.5
22,336,4.5
22,340,4.5
22,347,3.5
22,351,3.5
22,362,1.5
22,364,4.5
22,369,4.5
22,375,3.5
22,376,4.5
22,378,2.5
22,386,2.5
22,387,3.5
22,388,2.5
22,389,4.5
22,396,4.5
22,398,2.5
22,399,3.5
22,401,4.5
22,402,4.5
22,406,4.5
22,413,2.5
22,414,3.5
22,415,3.5
22,421,3.5
22,437,3.5
22,441,3.5
22,449,3.5
22,458,4.5
22,463,4.5
22,475,4.5
22,565,4.5
22,568,2.5
22,573,3.5
27,4,4.5
27,9,3.5
27,20,1.5
27,22,3.5
27,23,3.5
27,24,2.5
27,25,0.5
27,34,2.5
27,37,3.5
27,38,4.5
27,44,2.5
27,45,4.5
27,48,4.5
27,52,4.5
27,53,4.5
27,54,2.5
27,63,4.5
27,77,2.5
27,79,3.5
27,82,3.5
27,83,4.5
27,85,1.5
27,89,3.5
27,95,3.5
27,99,2.5
27,102,0.5
27,103,3.5
27,105,3.5
27,111,2.5
27,113,4.5
27,121,3.5
27,129,4.5
27,137,4.5
27,141,4.5
27,158,3.5
27,160,4.5
27,161,4.5
27,162,2.5
27,163,3.5
27,170,3.5
27,176,2.5
27,182,2.5
27,189,4.5
27,198,4.5
27,207,3.5
27,214,3.5
27,217,3.5
27,219,2.5
27,226,1.5
27,237,3.5
27,249,3.5
27,257,4.5
27,260,3.5
27,261,1.5
27,277,3.5
27,279,1.5
27,284,2.5
27,289,1.5
27,293,2.5
27,296,2.5
27,297,2.5
27,310,0.5
27,321,3.5
27,369,3.5
27,391,4.5
27,401,2.5
27,482,3.5
27,580,3.5
28,3,0.5
28,8,4.5
28,9,2.5
28,11,2.5
28,15,2.5
28,20,3.5
28,22,4.5
28,23,3.5
28,25,2.5
28,29,4.5
28,32,1.5
28,34,2.5
28,35,3.5
28,38,3.5
28,42,1.5
28,43,3.5
28,44,4.5
28,45,2.5
28,48,2.5
28,52,3.5
28,55,2.5
28,60,4.5
28,61,4.5
28,66,4.5
28,67,4.5
28,74,4.5
28,77,3.5
28,82,2.5
28,86,2.5
28,89,0.5
28,93,3.5
28,96,4.5
28,97,3.5
28,99,3.5
28,103,4.5
28,105,2.5
28,107,0.5
28,109,3.5
28,113,4.5
28,115,3.5
28,120,3.5
28,121,2.5
28,122,2.5
28,123,2.5
28,130,2.5
28,134,3.5
28,135,3.5
28,141,2.5
28,142,2.5
28,152,4.5
28,156,2.5
28,157,4.5
28,158,1.5
28,160,3.5
28,161,1.5
28,162,3.5
28,167,4.5
28,170,4.5
28,189,3.5
28,191,3.5
28,192,2.5
28,196,3.5
28,197,3.5
28,198,2.5
28,204,3.5
28,206,1.5
28,210,3.5
28,213,2.5
28,219,3.5
28,229,4.5
28,230,1.5
28,231,4.5
28,237,1.5
28,246,3.5
28,249,3.5
28,253,2.5
28,254,3.5
28,256,1.5
28,261,3.5
28,264,4.5
28,265,2.5
28,267,3.5
28,271,2.5
28,272,2.5
28,275,4.5
28,279,2.5
28,289,2.5
28,290,4.5
28,293,4.5
28,295,3.5
28,297,3.5
28,304,3.5
28,309,4.5
28,314,4.5
28,316,4.5
28,317,3.5
28,321,4.5
28,341,3.5
28,351,1.5
28,364,4.5
28,369,1.5
28,371,1.5
28,378,3.5
28,380,2.5
28,383,2.5
28,394,3.5
28,401,2.5
28,410,3.5
28,416,3.5
28,425,3.5
28,430,3.5
28,434,1.5
28,442,3.5
28,444,4.5
28,457,4.5
28,482,2.5
28,504,4.5
28,518,4.5
29,1,0.5
29,2,0.5
29,4,3.5
29,7,4.5
29,9,4.5
29,10,1.5
29,11,4.5
29,12,1.5
29,15,0.5
29,19,0.5
29,20,3.5
29,22,4.5
29,23,3.5
29,29,3.5
29,31,3.5
29,32,4.5
29,34,4.5
29,36,3.5
29,37,4.5
29,38,3.5
29,40,4.5
29,42,3.5
29,43,4.5
29,44,4.5
29,45,3.5
29,47,4.5
29,48,0.5
29,49,4.5
29,52,4.5
29,53,4.5
29,54,0.5
29,55,0.5
29,60,4.5
29,61,4.5
29,63,4.5
29,65,4.5
29,67,4.5
29,73,3.5
29,74,3.5
29,75,3.5
29,76,1.5
29,77,4.5
29,79,3.5
29,82,3.5
29,83,4.5
29,84,3.5
29,85,1.5
29,87,2.5
29,89,2.5
29,91,3.5
29,93,4.5
29,95,4.5
29,96,4.5
29,99,1.5
29,101,0.5
29,102,0.5
29,103,4.5
29,104,4.5
29,105,4.5
29,106,4.5
29,107,3.5
29,111,3.5
29,113,4.5
29,115,4.5
29,117,0.5
29,118,1.5
29,121,3.5
29,124,0.5
29,125,4.5
29,130,2.5
29,134,4.5
29,135,4.5
29,138,3.5
29,142,3.5
29,143,4.5
29,147,1.5
29,148,2.5
29,149,1.5
29,151,4.5
29,153,3.5
29,156,4.5
29,157,4.5
29,158,3.5
29,159,4.5
29,160,4.5
29,161,4.5
29,162,2.5
29,163,4.5
29,165,4.5
29,167,4.5
29,169,0.5
29,171,0.5
29,172,3.5
29,173,1.5
29,176,3.5
29,182,4.5
29,183,1.5
29,189,4.5
29,191,4.5
29,192,4.5
